,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
,,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1718,West Ham,2017-12-16 Stoke City-West Ham,2017-12-16,Matchweek 18,Sat,Away,W,3,0,Stoke City,1,0,0,13,11,1,11,8,6,1,0,0,50,19,25,43.2,16:00:00
ENG-Premier League,1718,West Ham,2017-12-23 West Ham-Newcastle Utd,2017-12-23,Matchweek 19,Sat,Home,L,2,3,Newcastle Utd,1,0,0,9,12,4,33,4,12,1,0,0,56,36,31,53.7,15:00:00
ENG-Premier League,1718,West Ham,2017-12-26 Bournemouth-West Ham,2017-12-26,Matchweek 20,Tue,Away,D,3,3,Bournemouth,4,0,0,14,12,2,18,18,19,0,0,0,55,18,26,40.9,15:00:00
ENG-Premier League,1718,West Ham,2018-01-02 West Ham-West Brom,2018-01-02,Matchweek 22,Tue,Home,W,2,1,West Brom,3,0,0,12,12,1,29,7,11,0,0,0,53,24,15,61.5,19:45:00
ENG-Premier League,1718,West Ham,2018-01-04 Tottenham-West Ham,2018-01-04,Matchweek 21,Thu,Away,D,1,1,Tottenham,2,0,0,6,9,3,7,21,9,0,0,0,67,16,18,47.1,20:00:00
ENG-Premier League,1718,West Ham,2018-01-13 Huddersfield-West Ham,2018-01-13,Matchweek 23,Sat,Away,W,4,1,Huddersfield,1,0,0,9,7,5,5,17,15,0,0,0,54,17,18,48.6,15:00:00
ENG-Premier League,1718,West Ham,2018-01-20 West Ham-Bournemouth,2018-01-20,Matchweek 24,Sat,Home,D,1,1,Bournemouth,3,0,0,8,6,5,26,17,9,0,0,0,53,20,16,55.6,15:00:00
ENG-Premier League,1718,West Ham,2018-01-30 West Ham-Crystal Palace,2018-01-30,Matchweek 25,Tue,Home,D,1,1,Crystal Palace,1,0,0,11,15,2,30,12,15,1,0,0,46,24,24,50.0,19:45:00
ENG-Premier League,1718,West Ham,2018-02-03 Brighton-West Ham,2018-02-03,Matchweek 26,Sat,Away,L,1,3,Brighton,1,0,0,7,10,3,17,18,12,0,0,0,45,28,21,57.1,15:00:00
ENG-Premier League,1718,West Ham,2018-02-10 West Ham-Watford,2018-02-10,Matchweek 27,Sat,Home,W,2,0,Watford,1,0,0,11,7,3,21,11,14,0,0,0,48,31,31,50.0,15:00:00
ENG-Premier League,1718,West Ham,2018-02-24 Liverpool-West Ham,2018-02-24,Matchweek 28,Sat,Away,L,1,4,Liverpool,2,0,0,7,7,2,4,9,13,0,0,0,52,17,18,48.6,15:00:00
ENG-Premier League,1718,West Ham,2018-03-03 Swansea City-West Ham,2018-03-03,Matchweek 29,Sat,Away,L,1,4,Swansea City,3,0,0,14,9,5,16,17,11,0,1,0,65,17,27,38.6,15:00:00
ENG-Premier League,1718,West Ham,2018-03-10 West Ham-Burnley,2018-03-10,Matchweek 30,Sat,Home,L,0,3,Burnley,2,0,0,13,7,1,31,12,10,0,0,0,46,21,19,52.5,15:00:00
ENG-Premier League,1718,West Ham,2018-03-31 West Ham-Southampton,2018-03-31,Matchweek 32,Sat,Home,W,3,0,Southampton,0,0,0,9,16,1,17,16,12,0,0,0,53,20,16,55.6,15:00:00
ENG-Premier League,1718,West Ham,2018-04-08 Chelsea-West Ham,2018-04-08,Matchweek 33,Sun,Away,D,1,1,Chelsea,1,0,0,11,7,2,15,15,12,0,0,0,70,7,26,21.2,16:30:00
ENG-Premier League,1718,West Ham,2018-04-16 West Ham-Stoke City,2018-04-16,Matchweek 34,Mon,Home,D,1,1,Stoke City,2,0,0,15,21,5,31,6,7,0,0,0,57,26,34,43.3,20:00:00
ENG-Premier League,1718,West Ham,2018-04-22 Arsenal-West Ham,2018-04-22,Matchweek 35,Sun,Away,L,1,4,Arsenal,2,0,0,9,11,1,16,13,4,0,0,0,49,11,9,55.0,13:30:00
ENG-Premier League,1718,West Ham,2018-04-29 West Ham-Manchester City,2018-04-29,Matchweek 36,Sun,Home,L,1,4,Manchester City,0,0,0,5,10,4,10,17,15,0,0,1,48,5,12,29.4,14:15:00
ENG-Premier League,1718,West Ham,2018-05-05 Leicester City-West Ham,2018-05-05,Matchweek 37,Sat,Away,W,2,0,Leicester City,2,0,0,9,7,2,15,13,11,0,0,0,50,22,17,56.4,15:00:00
ENG-Premier League,1718,West Ham,2018-05-10 West Ham-Manchester Utd,2018-05-10,Matchweek 31,Thu,Home,D,0,0,Manchester Utd,1,0,0,12,11,1,11,15,10,0,0,0,56,9,18,33.3,19:45:00
ENG-Premier League,1718,West Ham,2018-05-13 West Ham-Everton,2018-05-13,Matchweek 38,Sun,Home,W,3,1,Everton,0,0,0,10,13,4,13,7,7,0,0,0,46,22,14,61.1,15:00:00
