,,,,date,round,day,venue,result,GF,GA,opponent,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,time
ENG-Premier League,1920,Crystal Palace,2019-12-26 Crystal Palace-West Ham,2019-12-26,Matchweek 19,Thu,Home,W,2,1,West Ham,16,10,10,4,2,11,27,40.7,16,10,3,7,13,29,19,0,15:00:00
ENG-Premier League,1920,Crystal Palace,2019-12-28 Southampton-Crystal Palace,2019-12-28,Matchweek 20,Sat,Away,D,1,1,Southampton,16,10,11,3,2,10,28,35.7,18,11,5,6,12,28,34,1,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-01-01 Norwich City-Crystal Palace,2020-01-01,Matchweek 21,Wed,Away,D,1,1,Norwich City,16,3,8,4,4,8,17,47.1,9,5,3,2,11,27,9,0,17:30:00
ENG-Premier League,1920,Crystal Palace,2020-01-11 Crystal Palace-Arsenal,2020-01-11,Matchweek 22,Sat,Home,D,1,1,Arsenal,25,16,9,13,3,13,20,65.0,7,15,1,14,14,39,12,0,12:30:00
ENG-Premier League,1920,Crystal Palace,2020-01-18 Manchester City-Crystal Palace,2020-01-18,Matchweek 23,Sat,Away,D,2,2,Manchester City,18,13,14,3,1,6,21,28.6,15,13,9,4,8,26,47,0,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-01-21 Crystal Palace-Southampton,2020-01-21,Matchweek 24,Tue,Home,L,0,2,Southampton,20,14,10,9,1,10,24,41.7,14,12,3,9,21,41,18,0,19:30:00
ENG-Premier League,1920,Crystal Palace,2020-02-01 Crystal Palace-Sheffield Utd,2020-02-01,Matchweek 25,Sat,Home,L,0,1,Sheffield Utd,14,7,8,3,3,5,16,31.3,11,12,4,8,10,24,11,1,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-02-08 Everton-Crystal Palace,2020-02-08,Matchweek 26,Sat,Away,L,1,3,Everton,15,10,6,7,2,6,18,33.3,12,9,2,7,9,24,23,0,12:30:00
ENG-Premier League,1920,Crystal Palace,2020-02-22 Crystal Palace-Newcastle Utd,2020-02-22,Matchweek 27,Sat,Home,W,1,0,Newcastle Utd,22,13,7,12,3,13,28,46.4,15,13,3,10,17,39,16,0,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-02-29 Brighton-Crystal Palace,2020-02-29,Matchweek 28,Sat,Away,W,1,0,Brighton,23,13,17,3,3,5,17,29.4,12,9,5,4,9,32,37,1,12:30:00
ENG-Premier League,1920,Crystal Palace,2020-03-07 Crystal Palace-Watford,2020-03-07,Matchweek 29,Sat,Home,W,1,0,Watford,21,11,11,8,2,9,13,69.2,4,9,5,4,13,34,33,0,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-06-20 Bournemouth-Crystal Palace,2020-06-20,Matchweek 30,Sat,Away,W,2,0,Bournemouth,26,10,16,8,2,17,30,56.7,13,13,4,9,13,39,21,0,19:45:00
ENG-Premier League,1920,Crystal Palace,2020-06-24 Liverpool-Crystal Palace,2020-06-24,Matchweek 31,Wed,Away,L,0,4,Liverpool,20,13,14,6,0,9,16,56.3,7,12,4,8,16,36,37,1,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-06-29 Crystal Palace-Burnley,2020-06-29,Matchweek 32,Mon,Home,L,0,1,Burnley,13,10,6,5,2,8,17,47.1,9,7,1,6,7,20,16,1,20:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Away,L,0,3,Leicester City,18,8,6,10,2,10,16,62.5,6,19,5,14,7,25,5,3,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-07 Crystal Palace-Chelsea,2020-07-07,Matchweek 34,Tue,Home,L,2,3,Chelsea,19,11,10,6,3,9,22,40.9,13,13,2,11,14,33,19,0,18:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-12 Aston Villa-Crystal Palace,2020-07-12,Matchweek 35,Sun,Away,L,0,2,Aston Villa,15,8,8,6,1,6,14,42.9,8,8,2,6,9,24,15,0,14:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-16 Crystal Palace-Manchester Utd,2020-07-16,Matchweek 36,Thu,Home,L,0,2,Manchester Utd,26,11,10,15,1,16,33,48.5,17,14,3,11,16,42,19,0,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-20 Wolves-Crystal Palace,2020-07-20,Matchweek 37,Mon,Away,L,0,2,Wolves,13,5,6,5,2,7,23,30.4,16,10,3,7,12,25,20,1,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-26 Crystal Palace-Tottenham,2020-07-26,Matchweek 38,Sun,Home,D,1,1,Tottenham,22,12,10,8,4,9,18,50.0,9,8,2,6,10,32,12,0,16:00:00
ENG-Premier League,1920,Everton,2019-08-10 Crystal Palace-Everton,2019-08-10,Matchweek 1,Sat,Away,D,0,0,Crystal Palace,14,7,9,4,1,4,12,33.3,8,11,4,7,14,28,19,0,15:00:00
ENG-Premier League,1920,Everton,2019-08-17 Everton-Watford,2019-08-17,Matchweek 2,Sat,Home,W,1,0,Watford,20,16,10,5,5,9,17,52.9,8,7,2,5,6,26,35,0,15:00:00
ENG-Premier League,1920,Everton,2019-08-23 Aston Villa-Everton,2019-08-23,Matchweek 3,Fri,Away,L,0,2,Aston Villa,16,11,7,6,3,6,17,35.3,11,6,2,4,5,21,8,1,20:00:00
ENG-Premier League,1920,Everton,2019-09-01 Everton-Wolves,2019-09-01,Matchweek 4,Sun,Home,W,3,2,Wolves,24,17,6,16,2,8,21,38.1,13,6,2,4,7,31,38,1,14:00:00
ENG-Premier League,1920,Everton,2019-09-15 Bournemouth-Everton,2019-09-15,Matchweek 5,Sun,Away,L,1,3,Bournemouth,18,9,6,8,4,8,14,57.1,6,11,2,9,13,31,11,0,14:00:00
ENG-Premier League,1920,Everton,2019-09-21 Everton-Sheffield Utd,2019-09-21,Matchweek 6,Sat,Home,L,0,2,Sheffield Utd,10,5,4,4,2,7,12,58.3,5,8,0,8,4,14,13,0,15:00:00
ENG-Premier League,1920,Everton,2019-09-28 Everton-Manchester City,2019-09-28,Matchweek 7,Sat,Home,L,1,3,Manchester City,19,11,14,4,1,7,17,41.2,10,8,4,4,11,30,9,0,17:30:00
ENG-Premier League,1920,Everton,2019-10-05 Burnley-Everton,2019-10-05,Matchweek 8,Sat,Away,L,0,1,Burnley,9,8,4,4,1,5,10,50.0,5,8,2,6,7,16,16,1,15:00:00
ENG-Premier League,1920,Everton,2019-10-19 Everton-West Ham,2019-10-19,Matchweek 9,Sat,Home,W,2,0,West Ham,24,18,14,6,4,5,17,29.4,12,12,1,11,12,36,9,0,12:30:00
ENG-Premier League,1920,Everton,2019-10-26 Brighton-Everton,2019-10-26,Matchweek 10,Sat,Away,L,2,3,Brighton,17,7,4,11,2,5,15,33.3,10,6,1,5,17,34,13,0,15:00:00
ENG-Premier League,1920,Everton,2019-11-03 Everton-Tottenham,2019-11-03,Matchweek 11,Sun,Home,D,1,1,Tottenham,26,12,8,15,3,8,15,53.3,7,9,1,8,6,32,8,1,16:30:00
ENG-Premier League,1920,Everton,2019-11-09 Southampton-Everton,2019-11-09,Matchweek 12,Sat,Away,W,2,1,Southampton,23,16,10,10,3,9,19,47.4,10,6,0,6,10,33,20,0,15:00:00
ENG-Premier League,1920,Everton,2019-11-23 Everton-Norwich City,2019-11-23,Matchweek 13,Sat,Home,L,0,2,Norwich City,20,13,12,5,3,12,22,54.5,10,10,5,5,5,25,16,1,15:00:00
ENG-Premier League,1920,Everton,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Away,L,1,2,Leicester City,20,7,11,7,2,10,23,43.5,13,10,3,7,21,41,32,0,16:30:00
ENG-Premier League,1920,Everton,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Away,L,2,5,Liverpool,19,13,6,10,3,8,21,38.1,13,6,3,3,14,33,17,1,20:15:00
ENG-Premier League,1920,Everton,2019-12-07 Everton-Chelsea,2019-12-07,Matchweek 16,Sat,Home,W,3,1,Chelsea,36,21,20,12,4,12,36,33.3,24,12,4,8,10,46,27,0,12:30:00
ENG-Premier League,1920,Everton,2019-12-15 Manchester Utd-Everton,2019-12-15,Matchweek 17,Sun,Away,D,1,1,Manchester Utd,21,10,10,6,5,10,23,43.5,13,9,7,2,12,33,33,0,14:00:00
ENG-Premier League,1920,Everton,2019-12-21 Everton-Arsenal,2019-12-21,Matchweek 18,Sat,Home,D,0,0,Arsenal,15,6,9,2,4,9,22,40.9,13,5,0,5,17,32,14,0,12:30:00
ENG-Premier League,1920,Everton,2019-12-26 Everton-Burnley,2019-12-26,Matchweek 19,Thu,Home,W,1,0,Burnley,5,4,1,4,0,3,5,60.0,2,7,0,7,7,12,14,0,15:00:00
ENG-Premier League,1920,Everton,2019-12-28 Newcastle Utd-Everton,2019-12-28,Matchweek 20,Sat,Away,W,2,1,Newcastle Utd,15,10,6,7,2,10,24,41.7,14,9,6,3,6,21,33,1,15:00:00
ENG-Premier League,1920,Everton,2020-01-01 Manchester City-Everton,2020-01-01,Matchweek 21,Wed,Away,L,1,2,Manchester City,14,10,7,6,1,5,15,33.3,10,7,2,5,14,28,12,0,17:30:00
ENG-Premier League,1920,Everton,2020-01-11 Everton-Brighton,2020-01-11,Matchweek 22,Sat,Home,W,1,0,Brighton,21,13,9,10,2,12,23,52.2,11,17,1,16,12,33,24,0,15:00:00
ENG-Premier League,1920,Everton,2020-01-18 West Ham-Everton,2020-01-18,Matchweek 23,Sat,Away,D,1,1,West Ham,20,10,11,7,2,7,11,63.6,4,5,3,2,15,35,19,1,15:00:00
ENG-Premier League,1920,Everton,2020-01-21 Everton-Newcastle Utd,2020-01-21,Matchweek 24,Tue,Home,D,2,2,Newcastle Utd,15,9,9,5,1,4,12,33.3,8,15,2,13,11,26,21,0,19:30:00
ENG-Premier League,1920,Everton,2020-02-01 Watford-Everton,2020-02-01,Matchweek 25,Sat,Away,W,3,2,Watford,22,14,15,7,0,13,20,65.0,7,9,3,6,10,32,21,1,15:00:00
ENG-Premier League,1920,Everton,2020-02-08 Everton-Crystal Palace,2020-02-08,Matchweek 26,Sat,Home,W,3,1,Crystal Palace,20,13,10,8,2,9,22,40.9,13,10,2,8,12,32,25,1,12:30:00
ENG-Premier League,1920,Everton,2020-02-23 Arsenal-Everton,2020-02-23,Matchweek 27,Sun,Away,L,2,3,Arsenal,21,12,11,5,5,12,19,63.2,7,11,0,11,14,35,10,1,16:30:00
ENG-Premier League,1920,Everton,2020-03-01 Everton-Manchester Utd,2020-03-01,Matchweek 28,Sun,Home,D,1,1,Manchester Utd,14,8,10,3,1,4,17,23.5,13,14,4,10,11,25,22,1,14:00:00
ENG-Premier League,1920,Everton,2020-03-08 Chelsea-Everton,2020-03-08,Matchweek 29,Sun,Away,L,0,4,Chelsea,15,10,8,6,1,7,27,25.9,20,5,1,4,9,24,11,0,14:00:00
ENG-Premier League,1920,Everton,2020-06-21 Everton-Liverpool,2020-06-21,Matchweek 30,Sun,Home,D,0,0,Liverpool,20,14,13,7,0,5,12,41.7,7,11,3,8,11,31,27,0,19:00:00
ENG-Premier League,1920,Everton,2020-06-24 Norwich City-Everton,2020-06-24,Matchweek 31,Wed,Away,W,1,0,Norwich City,20,15,7,11,2,9,18,50.0,9,10,6,4,11,31,22,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Home,W,2,1,Leicester City,20,9,10,8,2,11,28,39.3,17,10,6,4,9,29,37,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-06 Tottenham-Everton,2020-07-06,Matchweek 33,Mon,Away,L,0,1,Tottenham,10,8,5,5,0,4,11,36.4,7,13,4,9,10,20,23,0,20:00:00
ENG-Premier League,1920,Everton,2020-07-09 Everton-Southampton,2020-07-09,Matchweek 34,Thu,Home,D,1,1,Southampton,12,5,6,6,0,3,14,21.4,11,17,6,11,12,24,27,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-12 Wolves-Everton,2020-07-12,Matchweek 35,Sun,Away,L,0,3,Wolves,10,8,6,4,0,4,19,21.1,15,12,3,9,14,24,14,0,12:00:00
ENG-Premier League,1920,Everton,2020-07-16 Everton-Aston Villa,2020-07-16,Matchweek 36,Thu,Home,D,1,1,Aston Villa,10,6,4,6,0,3,11,27.3,8,11,7,4,14,24,22,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-20 Sheffield Utd-Everton,2020-07-20,Matchweek 37,Mon,Away,W,1,0,Sheffield Utd,10,7,7,3,0,5,14,35.7,9,12,5,7,9,19,32,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-26 Everton-Bournemouth,2020-07-26,Matchweek 38,Sun,Home,L,1,3,Bournemouth,26,16,9,9,8,10,17,58.8,7,17,4,13,6,32,24,1,16:00:00
ENG-Premier League,1920,Leicester City,2019-08-11 Leicester City-Wolves,2019-08-11,Matchweek 1,Sun,Home,D,0,0,Wolves,20,13,4,12,4,8,20,40.0,12,10,1,9,7,27,13,0,14:00:00
ENG-Premier League,1920,Leicester City,2019-08-18 Chelsea-Leicester City,2019-08-18,Matchweek 2,Sun,Away,D,1,1,Chelsea,29,16,11,17,1,9,19,47.4,10,18,2,16,15,44,21,1,16:30:00
ENG-Premier League,1920,Leicester City,2019-08-24 Sheffield Utd-Leicester City,2019-08-24,Matchweek 3,Sat,Away,W,2,1,Sheffield Utd,13,7,8,4,1,3,14,21.4,11,13,2,11,11,24,41,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-08-31 Leicester City-Bournemouth,2019-08-31,Matchweek 4,Sat,Home,W,3,1,Bournemouth,22,13,10,10,2,6,21,28.6,15,19,4,15,14,36,28,1,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-14 Manchester Utd-Leicester City,2019-09-14,Matchweek 5,Sat,Away,L,0,1,Manchester Utd,30,17,11,16,3,16,29,55.2,13,12,0,12,10,40,12,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-21 Leicester City-Tottenham,2019-09-21,Matchweek 6,Sat,Home,W,2,1,Tottenham,23,14,14,9,0,9,16,56.3,7,13,1,12,12,35,24,0,12:30:00
ENG-Premier League,1920,Leicester City,2019-09-29 Leicester City-Newcastle Utd,2019-09-29,Matchweek 7,Sun,Home,W,5,0,Newcastle Utd,24,13,8,12,4,7,16,43.8,9,12,0,12,15,39,9,0,16:30:00
ENG-Premier League,1920,Leicester City,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Away,L,1,2,Liverpool,16,10,10,2,4,8,24,33.3,16,12,4,8,19,35,29,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-19 Leicester City-Burnley,2019-10-19,Matchweek 9,Sat,Home,W,2,1,Burnley,22,13,8,10,4,9,14,64.3,5,11,6,5,11,33,23,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-25 Southampton-Leicester City,2019-10-25,Matchweek 10,Fri,Away,W,9,0,Southampton,26,15,11,10,5,7,26,26.9,19,10,1,9,5,31,9,0,20:00:00
ENG-Premier League,1920,Leicester City,2019-11-03 Crystal Palace-Leicester City,2019-11-03,Matchweek 11,Sun,Away,W,2,0,Crystal Palace,22,15,10,11,1,7,20,35.0,13,13,4,9,8,30,26,0,14:00:00
ENG-Premier League,1920,Leicester City,2019-11-09 Leicester City-Arsenal,2019-11-09,Matchweek 12,Sat,Home,W,2,0,Arsenal,19,9,8,5,6,10,20,50.0,10,11,3,8,11,30,20,0,17:30:00
ENG-Premier League,1920,Leicester City,2019-11-23 Brighton-Leicester City,2019-11-23,Matchweek 13,Sat,Away,W,2,0,Brighton,17,9,13,3,1,9,16,56.3,7,8,3,5,12,29,28,1,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Home,W,2,1,Everton,19,10,7,10,2,7,20,35.0,13,9,3,6,10,29,11,0,16:30:00
ENG-Premier League,1920,Leicester City,2019-12-04 Leicester City-Watford,2019-12-04,Matchweek 15,Wed,Home,W,2,0,Watford,11,5,6,4,1,8,15,53.3,7,11,1,10,14,25,29,0,19:30:00
ENG-Premier League,1920,Leicester City,2019-12-08 Aston Villa-Leicester City,2019-12-08,Matchweek 16,Sun,Away,W,4,1,Aston Villa,17,8,6,7,4,9,20,45.0,11,9,4,5,12,29,32,0,14:00:00
ENG-Premier League,1920,Leicester City,2019-12-14 Leicester City-Norwich City,2019-12-14,Matchweek 17,Sat,Home,D,1,1,Norwich City,21,16,8,11,2,8,18,44.4,10,12,4,8,13,34,16,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-21 Manchester City-Leicester City,2019-12-21,Matchweek 18,Sat,Away,L,1,3,Manchester City,14,6,9,5,0,7,17,41.2,10,12,4,8,11,25,17,1,17:30:00
ENG-Premier League,1920,Leicester City,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Home,L,0,4,Liverpool,16,11,11,5,0,5,23,21.7,18,11,2,9,11,27,38,3,20:00:00
ENG-Premier League,1920,Leicester City,2019-12-28 West Ham-Leicester City,2019-12-28,Matchweek 20,Sat,Away,W,2,1,West Ham,11,6,8,3,0,7,27,25.9,20,17,5,12,16,27,13,0,17:30:00
ENG-Premier League,1920,Leicester City,2020-01-01 Newcastle Utd-Leicester City,2020-01-01,Matchweek 21,Wed,Away,W,3,0,Newcastle Utd,17,9,2,12,3,12,20,60.0,8,8,1,7,11,28,16,0,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-11 Leicester City-Southampton,2020-01-11,Matchweek 22,Sat,Home,L,1,2,Southampton,20,13,12,8,0,9,18,50.0,9,11,2,9,10,30,23,2,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-19 Burnley-Leicester City,2020-01-19,Matchweek 23,Sun,Away,L,1,2,Burnley,23,18,13,8,2,13,26,50.0,13,9,1,8,11,34,29,0,14:00:00
ENG-Premier League,1920,Leicester City,2020-01-22 Leicester City-West Ham,2020-01-22,Matchweek 24,Wed,Home,W,4,1,West Ham,17,9,9,5,3,7,14,50.0,7,7,1,6,9,26,12,0,19:30:00
ENG-Premier League,1920,Leicester City,2020-02-01 Leicester City-Chelsea,2020-02-01,Matchweek 25,Sat,Home,D,2,2,Chelsea,25,17,10,13,2,7,23,30.4,16,10,3,7,9,34,18,1,12:30:00
ENG-Premier League,1920,Leicester City,2020-02-14 Wolves-Leicester City,2020-02-14,Matchweek 26,Fri,Away,D,0,0,Wolves,21,12,14,5,2,9,27,33.3,18,10,4,6,14,35,22,1,20:00:00
ENG-Premier League,1920,Leicester City,2020-02-22 Leicester City-Manchester City,2020-02-22,Matchweek 27,Sat,Home,L,0,1,Manchester City,14,10,10,4,0,2,14,14.3,12,12,4,8,12,26,24,0,17:30:00
ENG-Premier League,1920,Leicester City,2020-02-28 Norwich City-Leicester City,2020-02-28,Matchweek 28,Fri,Away,L,0,1,Norwich City,15,4,7,5,3,5,21,23.8,16,10,4,6,9,24,12,1,20:00:00
ENG-Premier League,1920,Leicester City,2020-03-09 Leicester City-Aston Villa,2020-03-09,Matchweek 29,Mon,Home,W,4,0,Aston Villa,24,13,6,16,2,10,15,66.7,5,5,0,5,8,32,14,0,20:00:00
ENG-Premier League,1920,Leicester City,2020-06-20 Watford-Leicester City,2020-06-20,Matchweek 30,Sat,Away,D,1,1,Watford,27,17,18,5,4,14,19,73.7,5,10,1,9,4,31,26,1,12:30:00
ENG-Premier League,1920,Leicester City,2020-06-23 Leicester City-Brighton,2020-06-23,Matchweek 31,Tue,Home,D,0,0,Brighton,16,9,10,6,0,5,16,31.3,11,11,5,6,9,25,21,0,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Away,L,1,2,Everton,15,10,7,5,3,4,17,23.5,13,11,3,8,6,21,9,0,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Home,W,3,0,Crystal Palace,29,17,14,15,0,9,23,39.1,14,10,1,9,14,43,24,0,15:00:00
ENG-Premier League,1920,Leicester City,2020-07-07 Arsenal-Leicester City,2020-07-07,Matchweek 34,Tue,Away,D,1,1,Arsenal,17,12,8,9,0,9,15,60.0,6,12,2,10,8,25,20,0,20:15:00
ENG-Premier League,1920,Leicester City,2020-07-12 Bournemouth-Leicester City,2020-07-12,Matchweek 35,Sun,Away,L,1,4,Bournemouth,17,10,6,9,2,6,18,33.3,12,12,2,10,15,32,15,2,19:00:00
ENG-Premier League,1920,Leicester City,2020-07-16 Leicester City-Sheffield Utd,2020-07-16,Matchweek 36,Thu,Home,W,2,0,Sheffield Utd,18,9,9,8,1,4,10,40.0,6,6,0,6,13,31,23,0,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-19 Tottenham-Leicester City,2020-07-19,Matchweek 37,Sun,Away,L,0,3,Tottenham,12,6,1,8,3,7,19,36.8,12,14,3,11,8,20,8,0,16:00:00
ENG-Premier League,1920,Leicester City,2020-07-26 Leicester City-Manchester Utd,2020-07-26,Matchweek 38,Sun,Home,L,0,2,Manchester Utd,23,11,10,13,0,7,15,46.7,8,9,1,8,16,39,12,1,16:00:00
ENG-Premier League,1920,Liverpool,2019-08-09 Liverpool-Norwich City,2019-08-09,Matchweek 1,Fri,Home,W,4,1,Norwich City,21,13,9,10,2,5,15,33.3,10,11,2,9,14,35,6,1,20:00:00
ENG-Premier League,1920,Liverpool,2019-08-17 Southampton-Liverpool,2019-08-17,Matchweek 2,Sat,Away,W,2,1,Southampton,7,2,2,4,1,1,11,9.1,10,9,4,5,10,17,30,2,15:00:00
ENG-Premier League,1920,Liverpool,2019-08-24 Liverpool-Arsenal,2019-08-24,Matchweek 3,Sat,Home,W,3,1,Arsenal,25,17,3,12,10,7,21,33.3,14,7,2,5,9,34,14,2,17:30:00
ENG-Premier League,1920,Liverpool,2019-08-31 Burnley-Liverpool,2019-08-31,Matchweek 4,Sat,Away,W,3,0,Burnley,11,6,4,4,3,4,10,40.0,6,8,1,7,9,20,20,1,17:30:00
ENG-Premier League,1920,Liverpool,2019-09-14 Liverpool-Newcastle Utd,2019-09-14,Matchweek 5,Sat,Home,W,3,1,Newcastle Utd,13,11,1,9,3,8,17,47.1,9,8,3,5,8,21,8,0,12:30:00
ENG-Premier League,1920,Liverpool,2019-09-22 Chelsea-Liverpool,2019-09-22,Matchweek 6,Sun,Away,W,2,1,Chelsea,11,5,2,8,1,2,9,22.2,7,8,3,5,12,23,40,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-09-28 Sheffield Utd-Liverpool,2019-09-28,Matchweek 7,Sat,Away,W,1,0,Sheffield Utd,11,9,5,5,1,3,11,27.3,8,12,4,8,6,17,27,0,12:30:00
ENG-Premier League,1920,Liverpool,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Home,W,2,1,Leicester City,19,10,9,7,3,12,25,48.0,13,8,0,8,14,33,28,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-10-20 Manchester Utd-Liverpool,2019-10-20,Matchweek 9,Sun,Away,D,1,1,Manchester Utd,18,10,5,9,4,8,16,50.0,8,9,1,8,10,28,19,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-10-27 Liverpool-Tottenham,2019-10-27,Matchweek 10,Sun,Home,W,2,1,Tottenham,20,15,2,15,3,6,13,46.2,7,10,2,8,12,32,9,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-02 Aston Villa-Liverpool,2019-11-02,Matchweek 11,Sat,Away,W,2,1,Aston Villa,17,12,6,6,5,9,14,64.3,5,8,1,7,8,25,24,1,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-10 Liverpool-Manchester City,2019-11-10,Matchweek 12,Sun,Home,W,3,1,Manchester City,13,5,10,3,0,4,23,17.4,19,10,8,2,10,23,28,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-23 Crystal Palace-Liverpool,2019-11-23,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,24,15,12,10,2,8,17,47.1,9,4,3,1,6,30,30,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-30 Liverpool-Brighton,2019-11-30,Matchweek 14,Sat,Home,W,2,1,Brighton,11,5,6,3,2,6,17,35.3,11,12,2,10,11,22,20,1,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Home,W,5,2,Everton,15,11,7,8,0,7,15,46.7,8,7,1,6,7,22,26,0,20:15:00
ENG-Premier League,1920,Liverpool,2019-12-07 Bournemouth-Liverpool,2019-12-07,Matchweek 16,Sat,Away,W,3,0,Bournemouth,10,5,3,4,3,5,11,45.5,6,9,2,7,8,18,5,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-14 Liverpool-Watford,2019-12-14,Matchweek 17,Sat,Home,W,2,0,Watford,14,8,4,6,4,3,13,23.1,10,3,0,3,9,23,14,0,12:30:00
ENG-Premier League,1920,Liverpool,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Away,W,4,0,Leicester City,10,8,5,3,2,8,19,42.1,11,4,1,3,8,18,17,0,20:00:00
ENG-Premier League,1920,Liverpool,2019-12-29 Liverpool-Wolves,2019-12-29,Matchweek 20,Sun,Home,W,1,0,Wolves,19,7,6,10,3,8,30,26.7,22,8,3,5,12,31,17,1,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-02 Liverpool-Sheffield Utd,2020-01-02,Matchweek 21,Thu,Home,W,2,0,Sheffield Utd,6,4,3,3,0,1,7,14.3,6,2,0,2,9,15,9,1,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-11 Tottenham-Liverpool,2020-01-11,Matchweek 22,Sat,Away,W,1,0,Tottenham,20,12,9,10,1,9,24,37.5,15,4,2,2,6,26,9,2,17:30:00
ENG-Premier League,1920,Liverpool,2020-01-19 Liverpool-Manchester Utd,2020-01-19,Matchweek 23,Sun,Home,W,2,0,Manchester Utd,22,11,10,9,3,5,14,35.7,9,7,0,7,10,32,14,1,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-23 Wolves-Liverpool,2020-01-23,Matchweek 24,Thu,Away,W,2,1,Wolves,11,6,6,4,1,5,24,20.8,19,10,2,8,11,22,21,0,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-29 West Ham-Liverpool,2020-01-29,Matchweek 18,Wed,Away,W,2,0,West Ham,17,9,5,6,6,9,21,42.9,12,9,0,9,8,25,14,2,19:45:00
ENG-Premier League,1920,Liverpool,2020-02-01 Liverpool-Southampton,2020-02-01,Matchweek 25,Sat,Home,W,4,0,Southampton,14,9,7,4,3,4,14,28.6,10,11,4,7,11,25,24,1,15:00:00
ENG-Premier League,1920,Liverpool,2020-02-15 Norwich City-Liverpool,2020-02-15,Matchweek 26,Sat,Away,W,1,0,Norwich City,16,11,6,4,6,6,12,50.0,6,14,0,14,5,21,8,0,17:30:00
ENG-Premier League,1920,Liverpool,2020-02-24 Liverpool-West Ham,2020-02-24,Matchweek 27,Mon,Home,W,3,2,West Ham,23,16,8,7,8,14,34,41.2,20,5,1,4,8,31,22,0,20:00:00
ENG-Premier League,1920,Liverpool,2020-02-29 Watford-Liverpool,2020-02-29,Matchweek 28,Sat,Away,L,0,3,Watford,8,2,3,4,1,4,10,40.0,6,11,1,10,5,13,13,3,17:30:00
ENG-Premier League,1920,Liverpool,2020-03-07 Liverpool-Bournemouth,2020-03-07,Matchweek 29,Sat,Home,W,2,1,Bournemouth,7,4,2,2,3,3,9,33.3,6,9,3,6,11,18,20,0,12:30:00
