,,,,date,round,day,venue,result,GF,GA,opponent,Poss,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,time
ENG-Premier League,1819,Fulham,2018-12-22 Newcastle Utd-Fulham,2018-12-22,Matchweek 18,Sat,Away,D,0,0,Newcastle Utd,47,614,78,204,326,88,8,614,12,9,75.0,3,25.0,257,1506,631,10,13,5,17,19,374,29,15:00:00
ENG-Premier League,1819,Fulham,2018-12-26 Fulham-Wolves,2018-12-26,Matchweek 19,Wed,Home,D,1,1,Wolves,30,464,73,186,193,87,15,464,19,9,47.4,10,52.6,170,1215,576,15,13,3,15,13,221,19,12:30:00
ENG-Premier League,1819,Fulham,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Home,W,1,0,Huddersfield,44,559,56,157,261,143,18,558,6,5,83.3,1,16.7,202,1304,602,14,6,2,15,8,316,40,15:00:00
ENG-Premier League,1819,Fulham,2019-01-01 Arsenal-Fulham,2019-01-01,Matchweek 21,Tue,Away,L,1,4,Arsenal,40,548,76,197,255,101,14,548,16,5,31.3,11,68.8,208,1228,611,17,12,3,19,4,288,33,15:00:00
ENG-Premier League,1819,Fulham,2019-01-12 Burnley-Fulham,2019-01-12,Matchweek 22,Sat,Away,L,1,2,Burnley,58,754,75,227,372,160,17,754,16,7,43.8,9,56.3,350,2129,1147,17,11,3,17,13,476,62,15:00:00
ENG-Premier League,1819,Fulham,2019-01-20 Fulham-Tottenham,2019-01-20,Matchweek 23,Sun,Home,L,1,2,Tottenham,28,431,74,181,176,80,19,431,16,8,50.0,8,50.0,155,998,409,10,9,2,28,5,189,21,16:00:00
ENG-Premier League,1819,Fulham,2019-01-29 Fulham-Brighton,2019-01-29,Matchweek 24,Tue,Home,W,4,2,Brighton,61,813,76,226,383,208,32,813,12,11,91.7,1,8.3,398,2542,1440,31,18,5,12,13,558,45,19:45:00
ENG-Premier League,1819,Fulham,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Away,L,0,2,Crystal Palace,62,767,61,180,446,143,10,767,16,12,75.0,4,25.0,386,1952,1022,15,12,2,21,20,538,48,15:00:00
ENG-Premier League,1819,Fulham,2019-02-09 Fulham-Manchester Utd,2019-02-09,Matchweek 26,Sat,Home,L,0,3,Manchester Utd,51,676,60,177,343,163,19,676,18,13,72.2,5,27.8,310,2047,1097,19,14,3,17,6,415,45,12:30:00
ENG-Premier League,1819,Fulham,2019-02-22 West Ham-Fulham,2019-02-22,Matchweek 27,Fri,Away,L,1,3,West Ham,45,627,77,193,361,82,10,627,17,12,70.6,5,29.4,275,1542,722,13,14,3,17,18,396,43,19:45:00
ENG-Premier League,1819,Fulham,2019-02-27 Southampton-Fulham,2019-02-27,Matchweek 28,Wed,Away,L,0,2,Southampton,59,702,49,230,373,103,11,702,14,5,35.7,9,64.3,338,1702,809,13,12,1,13,13,470,30,19:45:00
ENG-Premier League,1819,Fulham,2019-03-03 Fulham-Chelsea,2019-03-03,Matchweek 29,Sun,Home,L,1,2,Chelsea,37,526,63,177,242,118,16,526,14,10,71.4,4,28.6,254,1367,597,12,11,3,16,11,332,30,14:05:00
ENG-Premier League,1819,Fulham,2019-03-09 Leicester City-Fulham,2019-03-09,Matchweek 30,Sat,Away,L,1,3,Leicester City,48,612,66,182,350,90,7,612,12,9,75.0,3,25.0,262,1471,671,15,12,3,18,21,401,37,15:00:00
ENG-Premier League,1819,Fulham,2019-03-17 Fulham-Liverpool,2019-03-17,Matchweek 31,Sun,Home,L,1,2,Liverpool,38,499,91,205,218,82,9,499,16,11,68.8,5,31.3,189,1165,544,11,10,2,10,14,289,16,14:15:00
ENG-Premier League,1819,Fulham,2019-03-30 Fulham-Manchester City,2019-03-30,Matchweek 32,Sat,Home,L,0,2,Manchester City,35,504,76,224,220,67,7,504,16,9,56.3,7,43.8,221,1380,631,13,10,0,17,9,301,23,12:30:00
ENG-Premier League,1819,Fulham,2019-04-02 Watford-Fulham,2019-04-02,Matchweek 33,Tue,Away,L,1,4,Watford,53,708,58,192,363,160,28,708,23,14,60.9,9,39.1,376,2013,1034,25,19,5,14,13,483,44,19:45:00
ENG-Premier League,1819,Fulham,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Home,W,2,0,Everton,41,517,59,186,247,91,18,517,17,12,70.6,5,29.4,197,1193,600,21,7,6,27,23,265,28,15:00:00
ENG-Premier League,1819,Fulham,2019-04-20 Bournemouth-Fulham,2019-04-20,Matchweek 35,Sat,Away,W,1,0,Bournemouth,51,605,57,138,323,150,28,604,18,9,50.0,9,50.0,282,1678,861,24,14,9,14,12,403,39,15:00:00
ENG-Premier League,1819,Fulham,2019-04-27 Fulham-Cardiff City,2019-04-27,Matchweek 36,Sat,Home,W,1,0,Cardiff City,71,781,68,242,406,138,18,781,17,13,76.5,4,23.5,386,2498,1374,32,17,5,19,24,564,51,15:00:00
ENG-Premier League,1819,Fulham,2019-05-04 Wolves-Fulham,2019-05-04,Matchweek 37,Sat,Away,L,0,1,Wolves,60,740,73,220,443,79,9,740,18,16,88.9,2,11.1,391,1825,800,14,9,2,14,17,533,30,15:00:00
ENG-Premier League,1819,Fulham,2019-05-12 Fulham-Newcastle Utd,2019-05-12,Matchweek 38,Sun,Home,L,0,4,Newcastle Utd,67,901,54,170,512,226,35,901,17,11,64.7,6,35.3,471,2443,1230,20,13,5,16,9,711,76,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-11 Huddersfield-Chelsea,2018-08-11,Matchweek 1,Sat,Home,L,0,3,Chelsea,38,519,55,171,221,129,12,519,11,6,54.5,5,45.5,267,1136,466,6,6,0,16,7,306,35,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-19 Manchester City-Huddersfield,2018-08-19,Matchweek 2,Sun,Away,L,1,6,Manchester City,24,352,93,176,113,66,12,352,4,4,100.0,0,0.0,151,705,391,6,6,2,10,5,155,19,13:30:00
ENG-Premier League,1819,Huddersfield,2018-08-25 Huddersfield-Cardiff City,2018-08-25,Matchweek 3,Sat,Home,D,0,0,Cardiff City,57,543,66,190,227,129,8,543,3,3,100.0,0,0.0,267,1579,788,19,11,1,14,19,316,29,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Away,D,1,1,Everton,43,506,41,190,220,109,14,506,12,7,58.3,5,41.7,227,1395,668,13,11,1,17,10,272,17,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-15 Huddersfield-Crystal Palace,2018-09-15,Matchweek 5,Sat,Home,L,0,1,Crystal Palace,59,638,44,186,277,179,29,638,11,7,63.6,4,36.4,370,2063,969,21,19,3,8,9,442,31,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-22 Leicester City-Huddersfield,2018-09-22,Matchweek 6,Sat,Away,L,1,3,Leicester City,39,498,53,165,234,108,17,498,13,5,38.5,8,61.5,241,1367,647,14,15,2,16,15,278,16,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-29 Huddersfield-Tottenham,2018-09-29,Matchweek 7,Sat,Home,L,0,2,Tottenham,53,586,47,158,290,145,10,586,13,6,46.2,7,53.8,260,1263,411,8,8,1,24,10,331,42,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-06 Burnley-Huddersfield,2018-10-06,Matchweek 8,Sat,Away,D,1,1,Burnley,67,743,45,236,309,203,24,743,10,4,40.0,6,60.0,407,1980,1017,23,15,5,10,11,496,39,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-20 Huddersfield-Liverpool,2018-10-20,Matchweek 9,Sat,Home,L,0,1,Liverpool,48,705,56,267,318,126,19,705,10,4,40.0,6,60.0,357,1369,651,13,6,4,17,8,440,38,17:30:00
ENG-Premier League,1819,Huddersfield,2018-10-27 Watford-Huddersfield,2018-10-27,Matchweek 10,Sat,Away,L,0,3,Watford,52,668,39,200,342,134,18,668,15,10,66.7,5,33.3,320,1465,722,15,16,2,16,14,423,38,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Home,W,1,0,Fulham,44,557,43,130,268,165,14,557,9,5,55.6,4,44.4,221,1119,469,16,13,4,15,13,281,26,20:00:00
ENG-Premier League,1819,Huddersfield,2018-11-10 Huddersfield-West Ham,2018-11-10,Matchweek 12,Sat,Home,D,1,1,West Ham,44,518,56,162,213,149,17,518,11,5,45.5,6,54.5,219,1249,664,17,15,6,16,12,272,29,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-25 Wolves-Huddersfield,2018-11-25,Matchweek 13,Sun,Away,W,2,0,Wolves,54,719,58,193,380,154,16,719,10,4,40.0,6,60.0,364,1672,643,17,18,2,11,15,452,37,16:00:00
ENG-Premier League,1819,Huddersfield,2018-12-01 Huddersfield-Brighton,2018-12-01,Matchweek 14,Sat,Home,L,1,2,Brighton,33,409,47,144,172,98,11,409,9,2,22.2,7,77.8,168,877,409,12,5,2,16,8,195,23,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-04 Bournemouth-Huddersfield,2018-12-04,Matchweek 15,Tue,Away,L,1,2,Bournemouth,67,792,41,174,321,300,36,792,8,4,50.0,4,50.0,416,2020,866,22,14,3,13,10,540,63,19:45:00
ENG-Premier League,1819,Huddersfield,2018-12-08 Arsenal-Huddersfield,2018-12-08,Matchweek 16,Sat,Away,L,0,1,Arsenal,38,467,54,161,206,105,13,467,11,4,36.4,7,63.6,194,918,276,5,9,2,18,10,234,22,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-15 Huddersfield-Newcastle Utd,2018-12-15,Matchweek 17,Sat,Home,L,0,1,Newcastle Utd,72,820,40,145,399,284,33,820,16,9,56.3,7,43.8,476,2356,1239,25,23,6,22,10,545,56,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-22 Huddersfield-Southampton,2018-12-22,Matchweek 18,Sat,Home,L,1,3,Southampton,62,688,56,211,336,146,23,688,6,2,33.3,4,66.7,359,1624,812,18,12,1,13,8,422,36,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-26 Manchester Utd-Huddersfield,2018-12-26,Matchweek 19,Wed,Away,L,1,3,Manchester Utd,36,510,54,200,202,113,17,510,11,7,63.6,4,36.4,247,1406,763,16,16,2,13,10,270,34,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Fulham,56,673,78,271,307,103,14,673,6,5,83.3,1,16.7,346,1642,933,15,11,1,17,7,438,28,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-02 Huddersfield-Burnley,2019-01-02,Matchweek 21,Wed,Home,L,1,2,Burnley,43,513,57,179,210,128,15,513,9,5,55.6,4,44.4,190,1131,543,17,11,4,15,6,255,31,19:45:00
ENG-Premier League,1819,Huddersfield,2019-01-12 Cardiff City-Huddersfield,2019-01-12,Matchweek 22,Sat,Away,D,0,0,Cardiff City,61,599,51,161,258,184,23,599,12,8,66.7,4,33.3,264,1671,879,21,14,6,15,9,325,30,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-20 Huddersfield-Manchester City,2019-01-20,Matchweek 23,Sun,Home,L,0,3,Manchester City,33,493,51,181,222,97,10,493,12,3,25.0,9,75.0,266,1149,538,12,13,2,15,4,267,27,13:30:00
ENG-Premier League,1819,Huddersfield,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Home,L,0,1,Everton,58,706,40,150,387,174,17,706,24,13,54.2,11,45.8,404,2045,937,16,19,4,14,14,467,46,19:45:00
ENG-Premier League,1819,Huddersfield,2019-02-02 Chelsea-Huddersfield,2019-02-02,Matchweek 25,Sat,Away,L,0,5,Chelsea,35,539,83,267,188,92,10,539,15,10,66.7,5,33.3,322,1826,808,21,14,7,13,22,339,25,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-09 Huddersfield-Arsenal,2019-02-09,Matchweek 26,Sat,Home,L,1,2,Arsenal,55,668,38,113,361,201,14,668,14,8,57.1,6,42.9,337,1743,865,24,15,3,13,12,409,66,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-23 Newcastle Utd-Huddersfield,2019-02-23,Matchweek 27,Sat,Away,L,0,2,Newcastle Utd,46,651,95,232,324,100,7,651,12,6,50.0,6,50.0,337,1599,708,9,9,1,21,7,409,29,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-26 Huddersfield-Wolves,2019-02-26,Matchweek 28,Tue,Home,W,1,0,Wolves,50,624,41,198,277,159,14,624,15,5,33.3,10,66.7,322,1821,950,22,17,1,15,10,372,34,19:45:00
ENG-Premier League,1819,Huddersfield,2019-03-02 Brighton-Huddersfield,2019-03-02,Matchweek 29,Sat,Away,L,0,1,Brighton,46,580,58,225,274,89,8,580,12,2,16.7,10,83.3,299,1735,876,13,12,4,23,12,330,26,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-09 Huddersfield-Bournemouth,2019-03-09,Matchweek 30,Sat,Home,L,0,2,Bournemouth,57,642,36,141,293,215,21,642,20,12,60.0,8,40.0,345,1943,1048,28,26,7,17,11,399,53,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-16 West Ham-Huddersfield,2019-03-16,Matchweek 31,Sat,Away,L,3,4,West Ham,36,481,53,170,210,108,15,481,14,8,57.1,6,42.9,224,1247,643,14,11,2,11,10,253,24,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Away,L,0,2,Crystal Palace,51,609,69,162,305,149,19,609,12,10,83.3,2,16.7,316,1631,870,22,13,5,14,13,366,37,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-06 Huddersfield-Leicester City,2019-04-06,Matchweek 33,Sat,Home,L,1,4,Leicester City,45,521,52,138,266,125,13,520,10,5,50.0,5,50.0,250,1431,557,13,12,3,18,11,309,23,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-13 Tottenham-Huddersfield,2019-04-13,Matchweek 34,Sat,Away,L,0,4,Tottenham,31,442,54,144,215,89,15,442,18,11,61.1,7,38.9,222,1249,562,17,8,3,11,9,240,27,12:30:00
ENG-Premier League,1819,Huddersfield,2019-04-20 Huddersfield-Watford,2019-04-20,Matchweek 35,Sat,Home,L,1,2,Watford,46,529,50,143,266,126,12,529,12,7,58.3,5,41.7,293,1556,762,21,19,1,9,11,324,33,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-26 Liverpool-Huddersfield,2019-04-26,Matchweek 36,Fri,Away,L,0,5,Liverpool,31,450,54,164,199,91,10,450,12,4,33.3,8,66.7,201,831,366,6,7,3,14,11,228,12,20:00:00
ENG-Premier League,1819,Huddersfield,2019-05-05 Huddersfield-Manchester Utd,2019-05-05,Matchweek 37,Sun,Home,D,1,1,Manchester Utd,36,476,68,173,191,118,13,476,14,5,35.7,9,64.3,215,1153,542,10,15,2,14,6,256,25,14:00:00
ENG-Premier League,1819,Huddersfield,2019-05-12 Southampton-Huddersfield,2019-05-12,Matchweek 38,Sun,Away,D,1,1,Southampton,47,543,63,207,225,116,7,543,7,5,71.4,2,28.6,204,1037,527,14,12,0,13,10,282,27,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-10 Manchester Utd-Leicester City,2018-08-10,Matchweek 1,Fri,Away,L,1,2,Manchester Utd,53,702,39,125,375,210,24,702,18,9,50.0,9,50.0,476,2616,1364,24,30,6,14,17,472,52,20:00:00
ENG-Premier League,1819,Leicester City,2018-08-18 Leicester City-Wolves,2018-08-18,Matchweek 2,Sat,Home,W,2,0,Wolves,43,560,87,197,275,97,14,560,31,21,67.7,10,32.3,320,1669,881,18,15,4,18,8,330,31,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-25 Southampton-Leicester City,2018-08-25,Matchweek 3,Sat,Away,W,2,1,Southampton,48,575,70,200,266,110,14,575,8,3,37.5,5,62.5,359,1746,891,15,11,9,17,13,362,41,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-01 Leicester City-Liverpool,2018-09-01,Matchweek 4,Sat,Home,L,1,2,Liverpool,51,654,46,178,332,149,14,654,17,12,70.6,5,29.4,398,1858,919,15,12,3,18,13,423,39,12:30:00
ENG-Premier League,1819,Leicester City,2018-09-15 Bournemouth-Leicester City,2018-09-15,Matchweek 5,Sat,Away,L,2,4,Bournemouth,53,578,48,148,293,143,22,577,9,8,88.9,1,11.1,326,1752,755,15,14,6,15,11,328,48,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-22 Leicester City-Huddersfield,2018-09-22,Matchweek 6,Sat,Home,W,3,1,Huddersfield,61,747,49,182,406,164,13,747,11,5,45.5,6,54.5,485,2450,1249,21,17,4,14,5,527,55,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-29 Newcastle Utd-Leicester City,2018-09-29,Matchweek 7,Sat,Away,W,2,0,Newcastle Utd,59,693,49,174,389,136,15,692,10,4,40.0,6,60.0,436,1652,746,11,7,2,16,17,455,36,15:00:00
ENG-Premier League,1819,Leicester City,2018-10-06 Leicester City-Everton,2018-10-06,Matchweek 8,Sat,Home,L,1,2,Everton,52,621,64,207,307,110,11,621,9,7,77.8,2,22.2,371,1736,807,11,10,5,14,9,374,32,15:00:00
ENG-Premier League,1819,Leicester City,2018-10-22 Arsenal-Leicester City,2018-10-22,Matchweek 9,Mon,Away,L,1,3,Arsenal,32,467,54,168,206,100,20,467,17,10,58.8,7,41.2,256,1163,660,15,11,7,16,13,247,24,20:00:00
ENG-Premier League,1819,Leicester City,2018-10-27 Leicester City-West Ham,2018-10-27,Matchweek 10,Sat,Home,D,1,1,West Ham,64,727,30,139,332,264,30,727,21,14,66.7,7,33.3,480,2849,1750,36,23,4,13,14,491,73,17:30:00
ENG-Premier League,1819,Leicester City,2018-11-03 Cardiff City-Leicester City,2018-11-03,Matchweek 11,Sat,Away,W,1,0,Cardiff City,59,590,69,181,261,151,28,590,13,5,38.5,8,61.5,294,1351,741,12,11,6,15,5,330,38,15:00:00
ENG-Premier League,1819,Leicester City,2018-11-10 Leicester City-Burnley,2018-11-10,Matchweek 12,Sat,Home,D,0,0,Burnley,62,666,40,188,296,191,29,666,15,9,60.0,6,40.0,362,2019,1141,34,19,10,17,3,422,48,15:00:00
ENG-Premier League,1819,Leicester City,2018-11-24 Brighton-Leicester City,2018-11-24,Matchweek 13,Sat,Away,D,1,1,Brighton,46,548,57,164,259,129,18,547,17,6,35.3,11,64.7,197,1021,495,4,8,0,17,8,303,38,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-01 Leicester City-Watford,2018-12-01,Matchweek 14,Sat,Home,W,2,0,Watford,38,474,78,190,189,105,8,473,18,12,66.7,6,33.3,241,1516,788,22,22,2,13,8,231,23,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-05 Fulham-Leicester City,2018-12-05,Matchweek 15,Wed,Away,D,1,1,Fulham,54,555,74,207,253,98,15,555,6,4,66.7,2,33.3,272,1376,661,11,3,3,14,5,287,27,19:45:00
ENG-Premier League,1819,Leicester City,2018-12-08 Leicester City-Tottenham,2018-12-08,Matchweek 16,Sat,Home,L,0,2,Tottenham,43,599,54,192,245,170,16,599,27,11,40.7,16,59.3,355,1734,845,15,14,4,18,7,353,26,19:45:00
ENG-Premier League,1819,Leicester City,2018-12-15 Crystal Palace-Leicester City,2018-12-15,Matchweek 17,Sat,Away,L,0,1,Crystal Palace,56,679,44,184,362,140,16,679,19,9,47.4,10,52.6,421,2092,1036,15,17,1,21,17,416,54,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-22 Chelsea-Leicester City,2018-12-22,Matchweek 18,Sat,Away,W,1,0,Chelsea,28,458,87,215,142,112,15,458,20,8,40.0,12,60.0,221,1260,591,8,10,3,20,6,197,27,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-26 Leicester City-Manchester City,2018-12-26,Matchweek 19,Wed,Home,W,2,1,Manchester City,34,492,89,228,176,94,17,492,13,5,38.5,8,61.5,250,1475,709,10,8,2,13,10,246,25,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-29 Leicester City-Cardiff City,2018-12-29,Matchweek 20,Sat,Home,L,0,1,Cardiff City,62,633,60,202,291,147,18,632,18,9,50.0,9,50.0,349,2263,1343,22,9,3,20,6,369,35,15:00:00
ENG-Premier League,1819,Leicester City,2019-01-01 Everton-Leicester City,2019-01-01,Matchweek 21,Tue,Away,W,1,0,Everton,41,570,73,232,225,123,15,570,22,16,72.7,6,27.3,294,1537,840,17,14,7,19,12,257,25,12:30:00
ENG-Premier League,1819,Leicester City,2019-01-12 Leicester City-Southampton,2019-01-12,Matchweek 22,Sat,Home,L,1,2,Southampton,71,761,32,126,317,326,35,761,21,11,52.4,10,47.6,455,2718,1646,43,31,6,19,7,481,80,15:00:00
ENG-Premier League,1819,Leicester City,2019-01-19 Wolves-Leicester City,2019-01-19,Matchweek 23,Sat,Away,L,3,4,Wolves,54,628,47,154,301,177,31,628,25,17,68.0,8,32.0,347,1786,876,17,21,8,15,12,357,39,12:30:00
ENG-Premier League,1819,Leicester City,2019-01-30 Liverpool-Leicester City,2019-01-30,Matchweek 24,Wed,Away,D,1,1,Liverpool,28,460,81,186,209,73,15,460,20,16,80.0,4,20.0,215,1108,609,14,10,2,9,11,209,25,20:00:00
ENG-Premier League,1819,Leicester City,2019-02-03 Leicester City-Manchester Utd,2019-02-03,Matchweek 25,Sun,Home,L,0,1,Manchester Utd,45,575,39,149,234,195,32,575,20,13,65.0,7,35.0,345,2292,1283,32,23,8,16,9,356,41,14:05:00
ENG-Premier League,1819,Leicester City,2019-02-10 Tottenham-Leicester City,2019-02-10,Matchweek 26,Sun,Away,L,1,3,Tottenham,47,592,51,149,259,189,35,591,15,10,66.7,5,33.3,361,1954,1081,27,22,11,9,9,379,36,13:30:00
ENG-Premier League,1819,Leicester City,2019-02-23 Leicester City-Crystal Palace,2019-02-23,Matchweek 27,Sat,Home,L,1,4,Crystal Palace,64,699,23,122,334,253,30,699,19,14,73.7,5,26.3,442,2441,1370,25,22,4,14,10,482,63,17:30:00
ENG-Premier League,1819,Leicester City,2019-02-26 Leicester City-Brighton,2019-02-26,Matchweek 28,Tue,Home,W,2,1,Brighton,49,604,61,204,264,143,30,604,13,11,84.6,2,15.4,381,2141,1371,32,21,9,19,4,385,39,19:45:00
ENG-Premier League,1819,Leicester City,2019-03-03 Watford-Leicester City,2019-03-03,Matchweek 29,Sun,Away,L,1,2,Watford,61,721,48,202,334,192,23,721,13,9,69.2,4,30.8,482,2319,1191,22,14,5,11,11,499,40,12:00:00
ENG-Premier League,1819,Leicester City,2019-03-09 Leicester City-Fulham,2019-03-09,Matchweek 30,Sat,Home,W,3,1,Fulham,52,678,42,145,363,177,27,678,16,6,37.5,10,62.5,372,2124,1185,25,16,11,18,16,463,40,15:00:00
ENG-Premier League,1819,Leicester City,2019-03-16 Burnley-Leicester City,2019-03-16,Matchweek 31,Sat,Away,W,2,1,Burnley,38,462,86,206,171,92,16,462,9,4,44.4,5,55.6,207,1180,660,16,9,2,13,7,213,19,15:00:00
ENG-Premier League,1819,Leicester City,2019-03-30 Leicester City-Bournemouth,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Bournemouth,58,768,66,216,350,208,25,768,24,14,58.3,10,41.7,463,2226,1113,20,17,4,16,5,529,45,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-06 Huddersfield-Leicester City,2019-04-06,Matchweek 33,Sat,Away,W,4,1,Huddersfield,55,634,62,204,314,121,25,633,19,15,78.9,4,21.1,381,1703,867,14,15,7,16,13,408,34,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-12 Leicester City-Newcastle Utd,2019-04-12,Matchweek 34,Fri,Home,L,0,1,Newcastle Utd,71,939,44,177,570,199,23,939,18,8,44.4,10,55.6,523,2879,1515,32,22,7,14,11,688,69,20:00:00
ENG-Premier League,1819,Leicester City,2019-04-20 West Ham-Leicester City,2019-04-20,Matchweek 35,Sat,Away,D,2,2,West Ham,51,596,55,170,294,144,25,596,27,16,59.3,11,40.7,354,2056,1158,23,11,6,11,8,378,50,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-28 Leicester City-Arsenal,2019-04-28,Matchweek 36,Sun,Home,W,3,0,Arsenal,66,776,52,206,365,211,40,776,21,13,61.9,8,38.1,493,2485,1479,30,15,10,10,8,538,65,12:00:00
ENG-Premier League,1819,Leicester City,2019-05-06 Manchester City-Leicester City,2019-05-06,Matchweek 37,Mon,Away,L,0,1,Manchester City,39,573,111,307,211,61,5,573,21,11,52.4,10,47.6,339,1485,677,10,9,0,10,4,346,16,20:00:00
ENG-Premier League,1819,Leicester City,2019-05-12 Leicester City-Chelsea,2019-05-12,Matchweek 38,Sun,Home,D,0,0,Chelsea,47,603,81,260,227,120,15,603,24,17,70.8,7,29.2,424,2136,1050,19,9,6,20,5,422,32,15:00:00
ENG-Premier League,1819,Liverpool,2018-08-12 Liverpool-West Ham,2018-08-12,Matchweek 1,Sun,Home,W,4,0,West Ham,64,802,46,175,413,219,33,802,15,7,46.7,8,53.3,509,2339,1403,23,24,6,11,15,624,68,13:30:00
ENG-Premier League,1819,Liverpool,2018-08-20 Crystal Palace-Liverpool,2018-08-20,Matchweek 2,Mon,Away,W,2,0,Crystal Palace,63,783,48,159,416,215,33,782,21,16,76.2,5,23.8,582,2731,1426,23,28,6,19,9,578,58,20:00:00
ENG-Premier League,1819,Liverpool,2018-08-25 Liverpool-Brighton,2018-08-25,Matchweek 3,Sat,Home,W,1,0,Brighton,69,919,31,149,527,254,36,919,15,10,66.7,5,33.3,651,3177,1647,25,28,6,19,16,692,76,17:30:00
ENG-Premier League,1819,Liverpool,2018-09-01 Leicester City-Liverpool,2018-09-01,Matchweek 4,Sat,Away,W,2,1,Leicester City,49,631,51,177,343,118,18,631,15,8,53.3,7,46.7,406,1875,903,14,9,4,18,16,406,33,12:30:00
ENG-Premier League,1819,Liverpool,2018-09-15 Tottenham-Liverpool,2018-09-15,Matchweek 5,Sat,Away,W,2,1,Tottenham,40,497,48,155,247,103,27,497,9,6,66.7,3,33.3,303,1408,802,23,12,11,18,6,291,32,12:30:00
ENG-Premier League,1819,Liverpool,2018-09-22 Liverpool-Southampton,2018-09-22,Matchweek 6,Sat,Home,W,3,0,Southampton,61,874,48,168,519,194,35,874,16,8,50.0,8,50.0,589,2500,1376,16,19,8,7,12,668,51,15:00:00
ENG-Premier League,1819,Liverpool,2018-09-29 Chelsea-Liverpool,2018-09-29,Matchweek 7,Sat,Away,D,1,1,Chelsea,53,773,48,177,412,189,25,773,11,7,63.6,4,36.4,542,2492,1137,17,19,3,16,9,546,53,17:30:00
ENG-Premier League,1819,Liverpool,2018-10-07 Liverpool-Manchester City,2018-10-07,Matchweek 8,Sun,Home,D,0,0,Manchester City,49,648,72,238,311,109,18,648,9,4,44.4,5,55.6,366,1702,807,12,12,4,12,11,447,34,16:30:00
ENG-Premier League,1819,Liverpool,2018-10-20 Huddersfield-Liverpool,2018-10-20,Matchweek 9,Sat,Away,W,1,0,Huddersfield,52,754,74,193,389,178,23,754,16,8,50.0,8,50.0,483,1779,810,16,17,5,17,12,500,54,17:30:00
ENG-Premier League,1819,Liverpool,2018-10-27 Liverpool-Cardiff City,2018-10-27,Matchweek 10,Sat,Home,W,4,1,Cardiff City,78,977,35,163,543,276,36,977,15,9,60.0,6,40.0,722,3526,1897,28,33,2,17,8,754,72,15:00:00
